muni,mes,ano,desastre,uf,valor_parcela,rio_doce,afetado,pop
PRESIDENTE OLEGARIO,12,2015,Após o Desastre,MG,7880,0,0,18236
QUARTEL GERAL,01,2015,Antes do Desastre,MG,9924,0,0,3274
QUARTEL GERAL,01,2016,Após o Desastre,MG,4124,0,0,3274
QUARTEL GERAL,02,2015,Antes do Desastre,MG,2364,0,0,3274
QUARTEL GERAL,02,2016,Após o Desastre,MG,16536,0,0,3274
QUARTEL GERAL,03,2015,Antes do Desastre,MG,8668,0,0,3274
QUARTEL GERAL,03,2016,Após o Desastre,MG,4400,0,0,3274
QUARTEL GERAL,12,2014,Antes do Desastre,MG,12308,0,0,3274
QUARTEL GERAL,12,2015,Após o Desastre,MG,3940,0,0,3274
RESPLENDOR,01,2015,Antes do Desastre,MG,93976,1,1,16644
RESPLENDOR,01,2016,Após o Desastre,MG,67220,1,1,16644
RESPLENDOR,02,2015,Antes do Desastre,MG,50203.19,1,1,16644
RESPLENDOR,02,2016,Após o Desastre,MG,127600,1,1,16644
RESPLENDOR,03,2015,Antes do Desastre,MG,84316,1,1,16644
RESPLENDOR,03,2016,Após o Desastre,MG,38720,1,1,16644
RESPLENDOR,05,2016,Após o Desastre,MG,1760,1,1,16644
RESPLENDOR,07,2016,Após o Desastre,MG,5280,1,1,16644
RESPLENDOR,08,2015,Antes do Desastre,MG,2364,1,1,16644
RESPLENDOR,12,2014,Antes do Desastre,MG,76020,1,1,16644
RESPLENDOR,12,2015,Após o Desastre,MG,29156,1,1,16644
RIACHINHO,01,2015,Antes do Desastre,MG,74788,0,0,7610
RIACHINHO,01,2016,Após o Desastre,MG,14080,0,0,7610
RIACHINHO,02,2015,Antes do Desastre,MG,54308,0,0,7610
RIACHINHO,02,2016,Após o Desastre,MG,51040,0,0,7610
RIACHINHO,03,2015,Antes do Desastre,MG,67768,0,0,7610
RIACHINHO,03,2016,Após o Desastre,MG,68640,0,0,7610
RIACHINHO,04,2016,Após o Desastre,MG,14080,0,0,7610
RIACHINHO,06,2016,Após o Desastre,MG,14080,0,0,7610
RIACHINHO,07,2016,Após o Desastre,MG,3520,0,0,7610
RIACHINHO,08,2016,Após o Desastre,MG,7040,0,0,7610
RIACHINHO,11,2016,Após o Desastre,MG,2640,0,0,7610
RIACHINHO,12,2014,Antes do Desastre,MG,71676,0,0,7610
RIBEIRAO DAS NEVES,01,2015,Antes do Desastre,MG,9072,0,0,291742
RIBEIRAO DAS NEVES,02,2015,Antes do Desastre,MG,6304,0,0,291742
RIBEIRAO DAS NEVES,02,2016,Após o Desastre,MG,5280,0,0,291742
RIBEIRAO DAS NEVES,03,2015,Antes do Desastre,MG,9456,0,0,291742
RIBEIRAO DAS NEVES,03,2016,Após o Desastre,MG,12320,0,0,291742
RIBEIRAO DAS NEVES,05,2016,Após o Desastre,MG,2640,0,0,291742
RIBEIRAO DAS NEVES,06,2016,Após o Desastre,MG,880,0,0,291742
RIBEIRAO DAS NEVES,10,2016,Após o Desastre,MG,3520,0,0,291742
RIBEIRAO DAS NEVES,12,2014,Antes do Desastre,MG,8688,0,0,291742
RIBEIRAO DAS NEVES,12,2015,Após o Desastre,MG,788,0,0,291742
RIBEIRAO VERMELHO,01,2015,Antes do Desastre,MG,7496,0,0,3810
RIBEIRAO VERMELHO,02,2015,Antes do Desastre,MG,2364,0,0,3810
RIBEIRAO VERMELHO,02,2016,Após o Desastre,MG,9680,0,0,3810
RIBEIRAO VERMELHO,03,2015,Antes do Desastre,MG,5516,0,0,3810
RIBEIRAO VERMELHO,03,2016,Após o Desastre,MG,4400,0,0,3810
RIBEIRAO VERMELHO,12,2014,Antes do Desastre,MG,5792,0,0,3810
RIBEIRAO VERMELHO,12,2015,Após o Desastre,MG,4728,0,0,3810
RIO BANANAL,01,2015,Antes do Desastre,ES,8284,1,0,17336
RIO BANANAL,02,2015,Antes do Desastre,ES,3940,1,0,17336
RIO BANANAL,02,2016,Após o Desastre,ES,8800,1,0,17336
RIO BANANAL,03,2015,Antes do Desastre,ES,6304,1,0,17336
RIO BANANAL,03,2016,Após o Desastre,ES,5280,1,0,17336
RIO BANANAL,12,2014,Antes do Desastre,ES,5792,1,0,17336
RIO BANANAL,12,2015,Após o Desastre,ES,3940,1,0,17336
RIO CASCA,01,2015,Antes do Desastre,MG,8348,1,1,13997
RIO CASCA,02,2015,Antes do Desastre,MG,3940,1,1,13997
RIO CASCA,02,2016,Após o Desastre,MG,14080,1,1,13997
RIO CASCA,03,2015,Antes do Desastre,MG,7092,1,1,13997
RIO CASCA,12,2014,Antes do Desastre,MG,7964,1,1,13997
RIO CASCA,12,2015,Após o Desastre,MG,6304,1,1,13997
RIO NOVO DO SUL,01,2015,Antes do Desastre,ES,2236,0,0,11186
RIO NOVO DO SUL,02,2016,Após o Desastre,ES,1760,0,0,11186
RIO NOVO DO SUL,03,2015,Antes do Desastre,ES,788,0,0,11186
RIO NOVO DO SUL,10,2015,Antes do Desastre,ES,788,0,0,11186
RIO NOVO DO SUL,10,2016,Após o Desastre,ES,880,0,0,11186
RIO NOVO DO SUL,11,2014,Antes do Desastre,ES,724,0,0,11186
RIO NOVO DO SUL,11,2015,Antes do Desastre,ES,788,0,0,11186
RIO NOVO DO SUL,11,2016,Após o Desastre,ES,1760,0,0,11186
RIO NOVO DO SUL,12,2014,Antes do Desastre,ES,2896,0,0,11186
RIO NOVO DO SUL,12,2015,Após o Desastre,ES,3940,0,0,11186
RIO PARANAIBA,01,2015,Antes do Desastre,MG,8412,0,0,11700
RIO PARANAIBA,01,2016,Após o Desastre,MG,1576,0,0,11700
RIO PARANAIBA,02,2015,Antes do Desastre,MG,3940,0,0,11700
RIO PARANAIBA,02,2016,Após o Desastre,MG,17600,0,0,11700
RIO PARANAIBA,03,2015,Antes do Desastre,MG,6304,0,0,11700
RIO PARANAIBA,03,2016,Após o Desastre,MG,1760,0,0,11700
RIO PARANAIBA,12,2014,Antes do Desastre,MG,5792,0,0,11700
RIO PARANAIBA,12,2015,Após o Desastre,MG,788,0,0,11700
RIO PARDO DE MINAS,01,2015,Antes do Desastre,MG,1448,0,0,28312
RIO PARDO DE MINAS,01,2016,Após o Desastre,MG,1760,0,0,28312
RIO PARDO DE MINAS,02,2015,Antes do Desastre,MG,1576,0,0,28312
RIO PARDO DE MINAS,02,2016,Após o Desastre,MG,7040,0,0,28312
RIO PARDO DE MINAS,03,2015,Antes do Desastre,MG,788,0,0,28312
RIO PARDO DE MINAS,03,2016,Após o Desastre,MG,1760,0,0,28312
RIO PARDO DE MINAS,12,2014,Antes do Desastre,MG,724,0,0,28312
RUBELITA,01,2015,Antes do Desastre,MG,3812,0,0,7470
RUBELITA,02,2016,Após o Desastre,MG,5280,0,0,7470
RUBELITA,03,2015,Antes do Desastre,MG,2364,0,0,7470
RUBELITA,03,2016,Após o Desastre,MG,1760,0,0,7470
RUBELITA,12,2014,Antes do Desastre,MG,2896,0,0,7470
RUBELITA,12,2015,Após o Desastre,MG,3152,0,0,7470
SABARA,01,2015,Antes do Desastre,MG,724,0,0,125891
SABARA,01,2016,Após o Desastre,MG,1760,0,0,125891
SABARA,02,2015,Antes do Desastre,MG,788,0,0,125891
SABARA,02,2016,Após o Desastre,MG,1760,0,0,125891
SABARA,03,2015,Antes do Desastre,MG,788,0,0,125891
SABARA,12,2014,Antes do Desastre,MG,724,0,0,125891
SACRAMENTO,01,2015,Antes do Desastre,MG,40036,0,0,23636
SACRAMENTO,01,2016,Após o Desastre,MG,5280,0,0,23636
SACRAMENTO,02,2015,Antes do Desastre,MG,21212,0,0,23636
SACRAMENTO,02,2016,Após o Desastre,MG,80080,0,0,23636
SACRAMENTO,03,2015,Antes do Desastre,MG,40976,0,0,23636
SACRAMENTO,03,2016,Após o Desastre,MG,12320,0,0,23636
SACRAMENTO,04,2016,Após o Desastre,MG,880,0,0,23636
SACRAMENTO,12,2014,Antes do Desastre,MG,50680,0,0,23636
SACRAMENTO,12,2015,Após o Desastre,MG,35460,0,0,23636
SALINAS,01,2015,Antes do Desastre,MG,18932,0,0,38577
SALINAS,02,2015,Antes do Desastre,MG,5516,0,0,38577
SALINAS,02,2016,Após o Desastre,MG,29040,0,0,38577
SALINAS,03,2015,Antes do Desastre,MG,14972,0,0,38577
SALINAS,03,2016,Após o Desastre,MG,7920,0,0,38577
SALINAS,12,2014,Antes do Desastre,MG,20272,0,0,38577
SALINAS,12,2015,Após o Desastre,MG,11820,0,0,38577
SALTO DA DIVISA,01,2015,Antes do Desastre,MG,73132,0,0,6773
SALTO DA DIVISA,01,2016,Após o Desastre,MG,24456,0,0,6773
SALTO DA DIVISA,02,2015,Antes do Desastre,MG,15760,0,0,6773
SALTO DA DIVISA,02,2016,Após o Desastre,MG,220880,0,0,6773
SALTO DA DIVISA,03,2015,Antes do Desastre,MG,69344,0,0,6773
SALTO DA DIVISA,03,2016,Após o Desastre,MG,70400,0,0,6773
SALTO DA DIVISA,04,2016,Após o Desastre,MG,6160,0,0,6773
SALTO DA DIVISA,05,2016,Após o Desastre,MG,3520,0,0,6773
SALTO DA DIVISA,12,2014,Antes do Desastre,MG,110772,0,0,6773
SANTA CRUZ DE MINAS,01,2015,Antes do Desastre,MG,2300,0,0,7861
SANTA CRUZ DE MINAS,03,2015,Antes do Desastre,MG,788,0,0,7861
SANTA CRUZ DE MINAS,12,2014,Antes do Desastre,MG,2172,0,0,7861
SANTA FE DE MINAS,01,2015,Antes do Desastre,MG,23468,0,0,3816
SANTA FE DE MINAS,01,2016,Após o Desastre,MG,8616,0,0,3816
SANTA FE DE MINAS,02,2015,Antes do Desastre,MG,11820,0,0,3816
SANTA FE DE MINAS,02,2016,Após o Desastre,MG,31680,0,0,3816
SANTA FE DE MINAS,03,2015,Antes do Desastre,MG,22064,0,0,3816
SANTA FE DE MINAS,03,2016,Após o Desastre,MG,36960,0,0,3816
SANTA FE DE MINAS,05,2016,Após o Desastre,MG,3520,0,0,3816
SANTA FE DE MINAS,08,2015,Antes do Desastre,MG,2364,0,0,3816
SANTA FE DE MINAS,12,2014,Antes do Desastre,MG,21720,0,0,3816
SANTA FE DE MINAS,12,2015,Após o Desastre,MG,788,0,0,3816
SANTA HELENA DE MINAS,01,2015,Antes do Desastre,MG,788,0,0,5876
SANTA HELENA DE MINAS,02,2016,Após o Desastre,MG,1760,0,0,5876
SANTA HELENA DE MINAS,03,2015,Antes do Desastre,MG,788,0,0,5876
SANTA HELENA DE MINAS,12,2014,Antes do Desastre,MG,1448,0,0,5876
SANTA HELENA DE MINAS,12,2015,Após o Desastre,MG,788,0,0,5876
SANTA JULIANA,01,2015,Antes do Desastre,MG,6836,0,0,11274
SANTA JULIANA,01,2016,Após o Desastre,MG,3336,0,0,11274
SANTA JULIANA,02,2015,Antes do Desastre,MG,4728,0,0,11274
SANTA JULIANA,02,2016,Após o Desastre,MG,9680,0,0,11274
SANTA JULIANA,03,2015,Antes do Desastre,MG,5516,0,0,11274
SANTA JULIANA,03,2016,Após o Desastre,MG,4400,0,0,11274
SANTA JULIANA,12,2014,Antes do Desastre,MG,4344,0,0,11274
SANTA LUZIA,01,2015,Antes do Desastre,MG,6048,0,0,201718
SANTA LUZIA,02,2015,Antes do Desastre,MG,2364,0,0,201718
SANTA LUZIA,02,2016,Após o Desastre,MG,7040,0,0,201718
SANTA LUZIA,03,2015,Antes do Desastre,MG,8668,0,0,201718
SANTA LUZIA,03,2016,Após o Desastre,MG,3520,0,0,201718
SANTA LUZIA,10,2016,Após o Desastre,MG,3520,0,0,201718
SANTA LUZIA,12,2014,Antes do Desastre,MG,7240,0,0,201718
SANTA LUZIA,12,2015,Após o Desastre,MG,788,0,0,201718
SANTA MARIA DE JETIBA,01,2015,Antes do Desastre,ES,1512,0,0,33347
SANTA MARIA DE JETIBA,02,2016,Após o Desastre,ES,880,0,0,33347
SANTA MARIA DE JETIBA,03,2015,Antes do Desastre,ES,788,0,0,33347
SANTA MARIA DE JETIBA,03,2016,Após o Desastre,ES,880,0,0,33347
SANTA MARIA DE JETIBA,12,2014,Antes do Desastre,ES,2172,0,0,33347
SANTA MARIA DE JETIBA,12,2015,Após o Desastre,ES,788,0,0,33347
SANTA MARIA DO SALTO,01,2015,Antes do Desastre,MG,3748,0,0,5250
SANTA MARIA DO SALTO,01,2016,Após o Desastre,MG,1760,0,0,5250
SANTA MARIA DO SALTO,02,2015,Antes do Desastre,MG,1576,0,0,5250
SANTA MARIA DO SALTO,02,2016,Após o Desastre,MG,11440,0,0,5250
SANTA MARIA DO SALTO,03,2015,Antes do Desastre,MG,5516,0,0,5250
SANTA MARIA DO SALTO,03,2016,Após o Desastre,MG,7920,0,0,5250
SANTA MARIA DO SALTO,12,2014,Antes do Desastre,MG,4344,0,0,5250
SANTA MARIA DO SALTO,12,2015,Após o Desastre,MG,788,0,0,5250
SANTA MARIA DO SUACUI,01,2015,Antes do Desastre,MG,724,1,0,13826
SANTA MARIA DO SUACUI,01,2016,Após o Desastre,MG,3520,1,0,13826
SANTA MARIA DO SUACUI,02,2015,Antes do Desastre,MG,788,1,0,13826
SANTA MARIA DO SUACUI,02,2016,Após o Desastre,MG,3520,1,0,13826
SANTA MARIA DO SUACUI,03,2015,Antes do Desastre,MG,788,1,0,13826
SANTA MARIA DO SUACUI,12,2014,Antes do Desastre,MG,724,1,0,13826
SANTA RITA DO ITUETO,01,2015,Antes do Desastre,MG,788,1,0,5505
SANTA RITA DO ITUETO,03,2015,Antes do Desastre,MG,788,1,0,5505
SANTA RITA DO ITUETO,12,2014,Antes do Desastre,MG,1448,1,0,5505
SANTA ROSA DA SERRA,01,2015,Antes do Desastre,MG,1448,0,0,3194
SANTA ROSA DA SERRA,02,2015,Antes do Desastre,MG,1576,0,0,3194
SANTA ROSA DA SERRA,02,2016,Após o Desastre,MG,1760,0,0,3194
SANTA ROSA DA SERRA,03,2015,Antes do Desastre,MG,1576,0,0,3194
SANTA ROSA DA SERRA,03,2016,Após o Desastre,MG,1760,0,0,3194
SANTA ROSA DA SERRA,12,2014,Antes do Desastre,MG,1448,0,0,3194
SANTA ROSA DA SERRA,12,2015,Após o Desastre,MG,1576,0,0,3194
SANTA TERESA,01,2015,Antes do Desastre,ES,724,1,0,21681
SANTA TERESA,02,2015,Antes do Desastre,ES,788,1,0,21681
SANTA TERESA,02,2016,Após o Desastre,ES,880,1,0,21681
SANTA TERESA,03,2015,Antes do Desastre,ES,788,1,0,21681
SANTA TERESA,03,2016,Após o Desastre,ES,880,1,0,21681
SANTA TERESA,12,2014,Antes do Desastre,ES,724,1,0,21681
SANTA VITORIA,01,2015,Antes do Desastre,MG,126560,0,0,17922
SANTA VITORIA,01,2016,Após o Desastre,MG,23392,0,0,17922
SANTA VITORIA,02,2015,Antes do Desastre,MG,61336,0,0,17922
SANTA VITORIA,02,2016,Após o Desastre,MG,219724,0,0,17922
SANTA VITORIA,03,2015,Antes do Desastre,MG,115048,0,0,17922
SANTA VITORIA,03,2016,Após o Desastre,MG,42240,0,0,17922
SANTA VITORIA,04,2016,Após o Desastre,MG,3520,0,0,17922
SANTA VITORIA,12,2014,Antes do Desastre,MG,125976,0,0,17922
SANTA VITORIA,12,2015,Após o Desastre,MG,58312,0,0,17922
SANTANA DO JACARE,01,2015,Antes do Desastre,MG,6176,0,0,4556
SANTANA DO JACARE,02,2015,Antes do Desastre,MG,1576,0,0,4556
SANTANA DO JACARE,02,2016,Após o Desastre,MG,14960,0,0,4556
SANTANA DO JACARE,03,2015,Antes do Desastre,MG,6304,0,0,4556
SANTANA DO JACARE,03,2016,Após o Desastre,MG,4400,0,0,4556
SANTANA DO JACARE,12,2014,Antes do Desastre,MG,10136,0,0,4556
SANTANA DO JACARE,12,2015,Após o Desastre,MG,1576,0,0,4556
SANTO ANTONIO DO AMPARO,01,2015,Antes do Desastre,MG,3024,0,0,17235
SANTO ANTONIO DO AMPARO,02,2015,Antes do Desastre,MG,788,0,0,17235
SANTO ANTONIO DO AMPARO,02,2016,Após o Desastre,MG,3520,0,0,17235
SANTO ANTONIO DO AMPARO,03,2015,Antes do Desastre,MG,2364,0,0,17235
SANTO ANTONIO DO AMPARO,12,2014,Antes do Desastre,MG,2896,0,0,17235
SANTO ANTONIO DO MONTE,01,2015,Antes do Desastre,MG,3024,0,0,25758
SANTO ANTONIO DO MONTE,02,2015,Antes do Desastre,MG,788,0,0,25758
SANTO ANTONIO DO MONTE,02,2016,Após o Desastre,MG,7040,0,0,25758
SANTO ANTONIO DO MONTE,03,2015,Antes do Desastre,MG,2364,0,0,25758
SANTO ANTONIO DO MONTE,03,2016,Após o Desastre,MG,1760,0,0,25758
SANTO ANTONIO DO MONTE,12,2014,Antes do Desastre,MG,2896,0,0,25758
SANTO ANTONIO DO MONTE,12,2015,Após o Desastre,MG,2364,0,0,25758
SANTO HIPOLITO,02,2016,Após o Desastre,MG,1760,0,0,3217
SANTO HIPOLITO,05,2016,Após o Desastre,MG,3520,0,0,3217
SAO FRANCISCO,01,2015,Antes do Desastre,MG,1662468.32,0,0,52834
SAO FRANCISCO,01,2016,Após o Desastre,MG,178520.66,0,0,52834
SAO FRANCISCO,02,2015,Antes do Desastre,MG,415528.29,0,0,52834
SAO FRANCISCO,02,2016,Após o Desastre,MG,457600,0,0,52834
SAO FRANCISCO,03,2015,Antes do Desastre,MG,1306655.71,0,0,52834
SAO FRANCISCO,03,2016,Após o Desastre,MG,115891.91,0,0,52834
SAO FRANCISCO,04,2016,Após o Desastre,MG,53025.68,0,0,52834
SAO FRANCISCO,05,2016,Após o Desastre,MG,20119.07,0,0,52834
SAO FRANCISCO,06,2015,Antes do Desastre,MG,3152,0,0,52834
SAO FRANCISCO,06,2016,Após o Desastre,MG,14080,0,0,52834
SAO FRANCISCO,07,2016,Após o Desastre,MG,9651.9,0,0,52834
SAO FRANCISCO,08,2016,Após o Desastre,MG,3520,0,0,52834
SAO FRANCISCO,09,2016,Após o Desastre,MG,3520,0,0,52834
SAO FRANCISCO,10,2016,Após o Desastre,MG,14080,0,0,52834
SAO FRANCISCO,11,2014,Antes do Desastre,MG,2127.73,0,0,52834
SAO FRANCISCO,11,2015,Antes do Desastre,MG,737.13,0,0,52834
SAO FRANCISCO,11,2016,Após o Desastre,MG,14080,0,0,52834
SAO FRANCISCO,12,2014,Antes do Desastre,MG,1638412,0,0,52834
SAO FRANCISCO,12,2015,Após o Desastre,MG,13396,0,0,52834
SAO FRANCISCO DE SALES,01,2015,Antes do Desastre,MG,17292,0,0,5482
SAO FRANCISCO DE SALES,01,2016,Após o Desastre,MG,14684,0,0,5482
SAO FRANCISCO DE SALES,02,2015,Antes do Desastre,MG,11032,0,0,5482
SAO FRANCISCO DE SALES,02,2016,Após o Desastre,MG,41360,0,0,5482
SAO FRANCISCO DE SALES,03,2015,Antes do Desastre,MG,20488,0,0,5482
SAO FRANCISCO DE SALES,03,2016,Após o Desastre,MG,7920,0,0,5482
SAO FRANCISCO DE SALES,12,2014,Antes do Desastre,MG,22444,0,0,5482
SAO GERALDO DA PIEDADE,01,2015,Antes do Desastre,MG,2960,1,0,4344
SAO GERALDO DA PIEDADE,01,2016,Após o Desastre,MG,788,1,0,4344
SAO GERALDO DA PIEDADE,02,2015,Antes do Desastre,MG,2364,1,0,4344
SAO GERALDO DA PIEDADE,02,2016,Após o Desastre,MG,7040,1,0,4344
SAO GERALDO DA PIEDADE,03,2015,Antes do Desastre,MG,3152,1,0,4344
SAO GERALDO DA PIEDADE,03,2016,Após o Desastre,MG,1760,1,0,4344
SAO GERALDO DA PIEDADE,12,2014,Antes do Desastre,MG,3620,1,0,4344
SAO GERALDO DA PIEDADE,12,2015,Após o Desastre,MG,788,1,0,4344
SAO GONCALO DO ABAETE,01,2015,Antes do Desastre,MG,273563.99,0,0,6173
SAO GONCALO DO ABAETE,01,2016,Após o Desastre,MG,22144,0,0,6173
SAO GONCALO DO ABAETE,02,2015,Antes do Desastre,MG,119435.74,0,0,6173
SAO GONCALO DO ABAETE,02,2016,Após o Desastre,MG,493680,0,0,6173
SAO GONCALO DO ABAETE,03,2015,Antes do Desastre,MG,201693.86,0,0,6173
SAO GONCALO DO ABAETE,03,2016,Após o Desastre,MG,285321.84,0,0,6173
SAO GONCALO DO ABAETE,04,2015,Antes do Desastre,MG,4715.719999999999,0,0,6173
SAO GONCALO DO ABAETE,04,2016,Após o Desastre,MG,69520,0,0,6173
SAO GONCALO DO ABAETE,05,2016,Após o Desastre,MG,126720,0,0,6173
SAO GONCALO DO ABAETE,06,2016,Após o Desastre,MG,154007.84,0,0,6173
SAO GONCALO DO ABAETE,07,2016,Após o Desastre,MG,31712.28,0,0,6173
SAO GONCALO DO ABAETE,08,2016,Após o Desastre,MG,24640,0,0,6173
SAO GONCALO DO ABAETE,09,2015,Antes do Desastre,MG,815.78,0,0,6173
SAO GONCALO DO ABAETE,09,2016,Após o Desastre,MG,21120,0,0,6173
SAO GONCALO DO ABAETE,10,2015,Antes do Desastre,MG,1548.7,0,0,6173
SAO GONCALO DO ABAETE,10,2016,Após o Desastre,MG,12320,0,0,6173
SAO GONCALO DO ABAETE,11,2014,Antes do Desastre,MG,1495.84,0,0,6173
SAO GONCALO DO ABAETE,11,2016,Após o Desastre,MG,10628.96,0,0,6173
SAO GONCALO DO ABAETE,12,2014,Antes do Desastre,MG,156427.33,0,0,6173
SAO GONCALO DO ABAETE,12,2015,Após o Desastre,MG,62288.27,0,0,6173
SAO GONCALO DO PARA,01,2015,Antes do Desastre,MG,1448,0,0,10366
SAO GONCALO DO PARA,02,2015,Antes do Desastre,MG,1576,0,0,10366
SAO GONCALO DO PARA,02,2016,Após o Desastre,MG,880,0,0,10366
SAO GONCALO DO PARA,03,2015,Antes do Desastre,MG,1576,0,0,10366
SAO GONCALO DO PARA,03,2016,Após o Desastre,MG,6160,0,0,10366
SAO GONCALO DO PARA,12,2014,Antes do Desastre,MG,1448,0,0,10366
SAO GONCALO DO SAPUCAI,01,2015,Antes do Desastre,MG,788,0,0,23755
SAO GONCALO DO SAPUCAI,02,2016,Após o Desastre,MG,1760,0,0,23755
SAO GONCALO DO SAPUCAI,03,2015,Antes do Desastre,MG,788,0,0,23755
SAO GONCALO DO SAPUCAI,12,2014,Antes do Desastre,MG,1448,0,0,23755
SAO GONCALO DO SAPUCAI,12,2015,Após o Desastre,MG,788,0,0,23755
SAO GOTARDO,01,2015,Antes do Desastre,MG,59628,0,0,31669
SAO GOTARDO,01,2016,Após o Desastre,MG,21908,0,0,31669
SAO GOTARDO,02,2015,Antes do Desastre,MG,33096,0,0,31669
SAO GOTARDO,02,2016,Após o Desastre,MG,104720,0,0,31669
SAO GOTARDO,03,2015,Antes do Desastre,MG,50432,0,0,31669
SAO GOTARDO,03,2016,Após o Desastre,MG,14960,0,0,31669
SAO GOTARDO,04,2016,Após o Desastre,MG,880,0,0,31669
SAO GOTARDO,05,2016,Após o Desastre,MG,14080,0,0,31669
SAO GOTARDO,12,2014,Antes do Desastre,MG,55748,0,0,31669
SAO GOTARDO,12,2015,Após o Desastre,MG,6304,0,0,31669
SAO JOAO BATISTA DO GLORIA,01,2015,Antes do Desastre,MG,13544,0,0,6842
SAO JOAO BATISTA DO GLORIA,01,2016,Após o Desastre,MG,6854.5,0,0,6842
SAO JOAO BATISTA DO GLORIA,02,2015,Antes do Desastre,MG,5516,0,0,6842
SAO JOAO BATISTA DO GLORIA,02,2016,Após o Desastre,MG,22000,0,0,6842
SAO JOAO BATISTA DO GLORIA,03,2015,Antes do Desastre,MG,11820,0,0,6842
SAO JOAO BATISTA DO GLORIA,03,2016,Após o Desastre,MG,7920,0,0,6842
SAO JOAO BATISTA DO GLORIA,12,2014,Antes do Desastre,MG,14480,0,0,6842
SAO JOAO BATISTA DO GLORIA,12,2015,Após o Desastre,MG,4728,0,0,6842
SAO JOAO DA PONTE,01,2015,Antes do Desastre,MG,724,0,0,24905
SAO JOAO DA PONTE,02,2015,Antes do Desastre,MG,788,0,0,24905
SAO JOAO DA PONTE,02,2016,Após o Desastre,MG,2640,0,0,24905
SAO JOAO DA PONTE,03,2015,Antes do Desastre,MG,788,0,0,24905
SAO JOAO DA PONTE,03,2016,Após o Desastre,MG,880,0,0,24905
SAO JOAO DA PONTE,12,2014,Antes do Desastre,MG,724,0,0,24905
SAO JOAO DEL REI,01,2015,Antes do Desastre,MG,19996,0,0,83599
SAO JOAO DEL REI,01,2016,Após o Desastre,MG,11771.12,0,0,83599
SAO JOAO DEL REI,02,2015,Antes do Desastre,MG,14972,0,0,83599
SAO JOAO DEL REI,02,2016,Após o Desastre,MG,44116.28,0,0,83599
SAO JOAO DEL REI,03,2015,Antes do Desastre,MG,18912,0,0,83599
SAO JOAO DEL REI,03,2016,Após o Desastre,MG,14960,0,0,83599
SAO JOAO DEL REI,12,2014,Antes do Desastre,MG,19548,0,0,83599
SAO JOAO DEL REI,12,2015,Após o Desastre,MG,7880,0,0,83599
SAO JOAO DO ORIENTE,01,2015,Antes do Desastre,MG,1512,1,0,7856
SAO JOAO DO ORIENTE,02,2015,Antes do Desastre,MG,788,1,0,7856
SAO JOAO DO ORIENTE,02,2016,Após o Desastre,MG,7040,1,0,7856
SAO JOAO DO ORIENTE,03,2015,Antes do Desastre,MG,1576,1,0,7856
SAO JOAO DO ORIENTE,12,2014,Antes do Desastre,MG,2172,1,0,7856
SAO JOAO DO PARAISO,01,2015,Antes do Desastre,MG,17036,0,0,21849
SAO JOAO DO PARAISO,01,2016,Após o Desastre,MG,14080,0,0,21849
SAO JOAO DO PARAISO,02,2015,Antes do Desastre,MG,14184,0,0,21849
SAO JOAO DO PARAISO,02,2016,Após o Desastre,MG,54560,0,0,21849
SAO JOAO DO PARAISO,03,2015,Antes do Desastre,MG,16548,0,0,21849
SAO JOAO DO PARAISO,03,2016,Após o Desastre,MG,28160,0,0,21849
SAO JOAO DO PARAISO,06,2016,Após o Desastre,MG,2640,0,0,21849
SAO JOAO DO PARAISO,07,2016,Após o Desastre,MG,880,0,0,21849
SAO JOAO DO PARAISO,12,2014,Antes do Desastre,MG,14480,0,0,21849
SAO JOAO NEPOMUCENO,01,2015,Antes do Desastre,MG,7560,0,0,24887
SAO JOAO NEPOMUCENO,02,2015,Antes do Desastre,MG,788,0,0,24887
SAO JOAO NEPOMUCENO,02,2016,Após o Desastre,MG,1760,0,0,24887
SAO JOAO NEPOMUCENO,03,2015,Antes do Desastre,MG,4728,0,0,24887
SAO JOAO NEPOMUCENO,03,2016,Após o Desastre,MG,12320,0,0,24887
SAO JOAO NEPOMUCENO,12,2014,Antes do Desastre,MG,5068,0,0,24887
SAO JOAQUIM DE BICAS,01,2015,Antes do Desastre,MG,1512,0,0,23142
SAO JOAQUIM DE BICAS,03,2015,Antes do Desastre,MG,788,0,0,23142
SAO JOAQUIM DE BICAS,03,2016,Após o Desastre,MG,3520,0,0,23142
SAO JOAQUIM DE BICAS,12,2014,Antes do Desastre,MG,724,0,0,23142
SAO JOSE DA BARRA,01,2015,Antes do Desastre,MG,20912,0,0,6728
SAO JOSE DA BARRA,01,2016,Após o Desastre,MG,8064,0,0,6728
SAO JOSE DA BARRA,02,2015,Antes do Desastre,MG,9456,0,0,6728
SAO JOSE DA BARRA,02,2016,Após o Desastre,MG,26400,0,0,6728
SAO JOSE DA BARRA,03,2015,Antes do Desastre,MG,15760,0,0,6728
SAO JOSE DA BARRA,03,2016,Após o Desastre,MG,15840,0,0,6728
SAO JOSE DA BARRA,12,2014,Antes do Desastre,MG,14480,0,0,6728
SAO JOSE DA BARRA,12,2015,Após o Desastre,MG,9456,0,0,6728
SAO JOSE DA SAFIRA,01,2015,Antes do Desastre,MG,5984,1,0,4045
SAO JOSE DA SAFIRA,01,2015,Antes do Desastre,MG,5984,1,0,4045
