muni,mes,ano,desastre,uf,valor_parcela,rio_doce,afetado,pop
FREI GASPAR,03,2016,Após o Desastre,MG,880,0,0,5771
FREI GASPAR,12,2014,Antes do Desastre,MG,5068,0,0,5771
FREI GASPAR,12,2015,Após o Desastre,MG,788,0,0,5771
FREI INOCENCIO,01,2015,Antes do Desastre,MG,3748,1,0,8657
FREI INOCENCIO,02,2015,Antes do Desastre,MG,3152,1,0,8657
FREI INOCENCIO,02,2016,Após o Desastre,MG,5280,1,0,8657
FREI INOCENCIO,03,2015,Antes do Desastre,MG,3152,1,0,8657
FREI INOCENCIO,12,2014,Antes do Desastre,MG,2172,1,0,8657
FREI INOCENCIO,12,2015,Após o Desastre,MG,1576,1,0,8657
FRONTEIRA,01,2015,Antes do Desastre,MG,305844,0,0,13894
FRONTEIRA,01,2016,Após o Desastre,MG,105752,0,0,13894
FRONTEIRA,02,2015,Antes do Desastre,MG,184072,0,0,13894
FRONTEIRA,02,2016,Após o Desastre,MG,546112,0,0,13894
FRONTEIRA,03,2015,Antes do Desastre,MG,300228,0,0,13894
FRONTEIRA,03,2016,Após o Desastre,MG,282480,0,0,13894
FRONTEIRA,04,2015,Antes do Desastre,MG,4561.52,0,0,13894
FRONTEIRA,04,2016,Após o Desastre,MG,66000,0,0,13894
FRONTEIRA,05,2016,Após o Desastre,MG,10560,0,0,13894
FRONTEIRA,06,2015,Antes do Desastre,MG,2364,0,0,13894
FRONTEIRA,07,2016,Após o Desastre,MG,3520,0,0,13894
FRONTEIRA,12,2014,Antes do Desastre,MG,275120,0,0,13894
FRONTEIRA,12,2015,Após o Desastre,MG,16548,0,0,13894
FRONTEIRA DOS VALES,01,2015,Antes do Desastre,MG,724,0,0,4588
FRONTEIRA DOS VALES,02,2015,Antes do Desastre,MG,788,0,0,4588
FRONTEIRA DOS VALES,03,2015,Antes do Desastre,MG,788,0,0,4588
FRONTEIRA DOS VALES,12,2014,Antes do Desastre,MG,724,0,0,4588
FRUTAL,01,2015,Antes do Desastre,MG,348200,0,0,52248
FRUTAL,01,2016,Após o Desastre,MG,161416,0,0,52248
FRUTAL,02,2015,Antes do Desastre,MG,210204,0,0,52248
FRUTAL,02,2016,Após o Desastre,MG,560376,0,0,52248
FRUTAL,03,2015,Antes do Desastre,MG,322292,0,0,52248
FRUTAL,03,2016,Após o Desastre,MG,300080,0,0,52248
FRUTAL,04,2015,Antes do Desastre,MG,1576,0,0,52248
FRUTAL,04,2016,Após o Desastre,MG,22000,0,0,52248
FRUTAL,05,2015,Antes do Desastre,MG,3940,0,0,52248
FRUTAL,05,2016,Após o Desastre,MG,21120,0,0,52248
FRUTAL,06,2016,Após o Desastre,MG,4400,0,0,52248
FRUTAL,07,2016,Após o Desastre,MG,2640,0,0,52248
FRUTAL,12,2014,Antes do Desastre,MG,303356,0,0,52248
FRUTAL,12,2015,Após o Desastre,MG,69344,0,0,52248
FUNDAO,01,2015,Antes do Desastre,ES,29324,0,0,16825
FUNDAO,01,2016,Após o Desastre,ES,3520,0,0,16825
FUNDAO,02,2015,Antes do Desastre,ES,7880,0,0,16825
FUNDAO,02,2016,Após o Desastre,ES,41360,0,0,16825
FUNDAO,03,2015,Antes do Desastre,ES,19700,0,0,16825
FUNDAO,03,2016,Após o Desastre,ES,13200,0,0,16825
FUNDAO,04,2016,Após o Desastre,ES,3520,0,0,16825
FUNDAO,05,2016,Após o Desastre,ES,2640,0,0,16825
FUNDAO,06,2015,Antes do Desastre,ES,3152,0,0,16825
FUNDAO,06,2016,Após o Desastre,ES,880,0,0,16825
FUNDAO,10,2015,Antes do Desastre,ES,788,0,0,16825
FUNDAO,10,2016,Após o Desastre,ES,880,0,0,16825
FUNDAO,11,2014,Antes do Desastre,ES,1448,0,0,16825
FUNDAO,11,2015,Antes do Desastre,ES,788,0,0,16825
FUNDAO,11,2016,Após o Desastre,ES,880,0,0,16825
FUNDAO,12,2014,Antes do Desastre,ES,18824,0,0,16825
FUNDAO,12,2015,Após o Desastre,ES,4728,0,0,16825
GALILEIA,01,2015,Antes do Desastre,MG,3088,1,1,6810
GALILEIA,01,2016,Após o Desastre,MG,1760,1,1,6810
GALILEIA,02,2015,Antes do Desastre,MG,788,1,1,6810
GALILEIA,02,2016,Após o Desastre,MG,7920,1,1,6810
GALILEIA,03,2015,Antes do Desastre,MG,3152,1,1,6810
GALILEIA,03,2016,Após o Desastre,MG,880,1,1,6810
GALILEIA,12,2014,Antes do Desastre,MG,5068,1,1,6810
GALILEIA,12,2015,Após o Desastre,MG,2364,1,1,6810
GOUVEIA,01,2015,Antes do Desastre,MG,2236,0,0,11604
GOUVEIA,02,2015,Antes do Desastre,MG,788,0,0,11604
GOUVEIA,03,2015,Antes do Desastre,MG,788,0,0,11604
GOUVEIA,03,2016,Após o Desastre,MG,3520,0,0,11604
GOUVEIA,07,2016,Após o Desastre,MG,3520,0,0,11604
GOUVEIA,12,2014,Antes do Desastre,MG,1448,0,0,11604
GOVERNADOR VALADARES,01,2015,Antes do Desastre,MG,125496,1,1,261058
GOVERNADOR VALADARES,01,2016,Após o Desastre,MG,50304,1,1,261058
GOVERNADOR VALADARES,02,2015,Antes do Desastre,MG,55160,1,1,261058
GOVERNADOR VALADARES,02,2016,Após o Desastre,MG,249040,1,1,261058
GOVERNADOR VALADARES,03,2015,Antes do Desastre,MG,113472,1,1,261058
GOVERNADOR VALADARES,03,2016,Após o Desastre,MG,53680,1,1,261058
GOVERNADOR VALADARES,04,2016,Após o Desastre,MG,3520,1,1,261058
GOVERNADOR VALADARES,05,2016,Após o Desastre,MG,14080,1,1,261058
GOVERNADOR VALADARES,07,2015,Antes do Desastre,MG,4728,1,1,261058
GOVERNADOR VALADARES,12,2014,Antes do Desastre,MG,136836,1,1,261058
GOVERNADOR VALADARES,12,2015,Após o Desastre,MG,31520,1,1,261058
GRUPIARA,01,2015,Antes do Desastre,MG,7496,0,0,1373
GRUPIARA,01,2016,Após o Desastre,MG,8248,0,0,1373
GRUPIARA,02,2015,Antes do Desastre,MG,6304,0,0,1373
GRUPIARA,02,2016,Após o Desastre,MG,7920,0,0,1373
GRUPIARA,03,2015,Antes do Desastre,MG,6304,0,0,1373
GRUPIARA,03,2016,Após o Desastre,MG,6160,0,0,1373
GRUPIARA,12,2014,Antes do Desastre,MG,4344,0,0,1373
GUAPE,01,2015,Antes do Desastre,MG,130372,0,0,13777
GUAPE,01,2016,Após o Desastre,MG,29892,0,0,13777
GUAPE,02,2015,Antes do Desastre,MG,47280,0,0,13777
GUAPE,02,2016,Após o Desastre,MG,166136,0,0,13777
GUAPE,03,2015,Antes do Desastre,MG,105592,0,0,13777
GUAPE,03,2016,Após o Desastre,MG,59840,0,0,13777
GUAPE,04,2015,Antes do Desastre,MG,788,0,0,13777
GUAPE,04,2016,Após o Desastre,MG,3520,0,0,13777
GUAPE,05,2015,Antes do Desastre,MG,2364,0,0,13777
GUAPE,12,2014,Antes do Desastre,MG,103532,0,0,13777
GUAPE,12,2015,Após o Desastre,MG,46492,0,0,13777
GUARAPARI,01,2015,Antes do Desastre,ES,355956,0,0,103882
GUARAPARI,01,2016,Após o Desastre,ES,101564,0,0,103882
GUARAPARI,02,2015,Antes do Desastre,ES,178086.61,0,0,103882
GUARAPARI,02,2016,Após o Desastre,ES,319216,0,0,103882
GUARAPARI,03,2015,Antes do Desastre,ES,246209.65,0,0,103882
GUARAPARI,03,2016,Após o Desastre,ES,140467.24,0,0,103882
GUARAPARI,04,2015,Antes do Desastre,ES,12608,0,0,103882
GUARAPARI,04,2016,Após o Desastre,ES,73920,0,0,103882
GUARAPARI,05,2015,Antes do Desastre,ES,14184,0,0,103882
GUARAPARI,05,2016,Após o Desastre,ES,6160,0,0,103882
GUARAPARI,06,2015,Antes do Desastre,ES,39400,0,0,103882
GUARAPARI,06,2016,Após o Desastre,ES,12320,0,0,103882
GUARAPARI,07,2015,Antes do Desastre,ES,788,0,0,103882
GUARAPARI,07,2016,Após o Desastre,ES,5229.65,0,0,103882
GUARAPARI,08,2015,Antes do Desastre,ES,788,0,0,103882
GUARAPARI,10,2015,Antes do Desastre,ES,122928,0,0,103882
GUARAPARI,10,2016,Após o Desastre,ES,168960,0,0,103882
GUARAPARI,11,2014,Antes do Desastre,ES,105704,0,0,103882
GUARAPARI,11,2015,Antes do Desastre,ES,698871.51,0,0,103882
GUARAPARI,11,2016,Após o Desastre,ES,307120,0,0,103882
GUARAPARI,12,2014,Antes do Desastre,ES,815224,0,0,103882
GUARAPARI,12,2015,Após o Desastre,ES,340416,0,0,103882
GUARDA-MOR,01,2015,Antes do Desastre,MG,3088,0,0,6502
GUARDA-MOR,02,2016,Após o Desastre,MG,5280,0,0,6502
GUARDA-MOR,03,2015,Antes do Desastre,MG,2364,0,0,6502
GUARDA-MOR,12,2014,Antes do Desastre,MG,3620,0,0,6502
GUARDA-MOR,12,2015,Após o Desastre,MG,2364,0,0,6502
GUIMARANIA,01,2015,Antes do Desastre,MG,2896,0,0,7243
GUIMARANIA,01,2016,Após o Desastre,MG,1576,0,0,7243
GUIMARANIA,02,2015,Antes do Desastre,MG,3152,0,0,7243
GUIMARANIA,02,2016,Após o Desastre,MG,8800,0,0,7243
GUIMARANIA,03,2015,Antes do Desastre,MG,3152,0,0,7243
GUIMARANIA,03,2016,Após o Desastre,MG,14080,0,0,7243
GUIMARANIA,07,2016,Após o Desastre,MG,7040,0,0,7243
GUIMARANIA,12,2014,Antes do Desastre,MG,2896,0,0,7243
GURINHATA,01,2015,Antes do Desastre,MG,2300,0,0,5787
GURINHATA,02,2016,Após o Desastre,MG,9458.98,0,0,5787
GURINHATA,03,2015,Antes do Desastre,MG,1576,0,0,5787
GURINHATA,04,2016,Após o Desastre,MG,3520,0,0,5787
GURINHATA,12,2014,Antes do Desastre,MG,2172,0,0,5787
GURINHATA,12,2015,Após o Desastre,MG,1576,0,0,5787
IBIAI,01,2015,Antes do Desastre,MG,284556,0,0,7550
IBIAI,01,2016,Após o Desastre,MG,38168,0,0,7550
IBIAI,02,2015,Antes do Desastre,MG,116496,0,0,7550
IBIAI,02,2016,Após o Desastre,MG,474320,0,0,7550
IBIAI,03,2015,Antes do Desastre,MG,252948,0,0,7550
IBIAI,03,2016,Após o Desastre,MG,406345.27,0,0,7550
IBIAI,04,2016,Após o Desastre,MG,42240,0,0,7550
IBIAI,05,2016,Após o Desastre,MG,10560,0,0,7550
IBIAI,11,2014,Antes do Desastre,MG,5910,0,0,7550
IBIAI,12,2014,Antes do Desastre,MG,305528,0,0,7550
IBIAI,12,2015,Após o Desastre,MG,14184,0,0,7550
IBIRACI,01,2015,Antes do Desastre,MG,25704,0,0,12006
IBIRACI,01,2016,Após o Desastre,MG,3940,0,0,12006
IBIRACI,02,2015,Antes do Desastre,MG,11032,0,0,12006
IBIRACI,02,2016,Após o Desastre,MG,38720,0,0,12006
IBIRACI,03,2015,Antes do Desastre,MG,21276,0,0,12006
IBIRACI,03,2016,Após o Desastre,MG,7040,0,0,12006
IBIRACI,12,2014,Antes do Desastre,MG,15204,0,0,12006
IBIRACI,12,2015,Após o Desastre,MG,11820,0,0,12006
IBIRACU,01,2015,Antes do Desastre,ES,5132,1,0,11163
IBIRACU,01,2016,Após o Desastre,ES,1760,1,0,11163
IBIRACU,02,2015,Antes do Desastre,ES,3940,1,0,11163
IBIRACU,02,2016,Após o Desastre,ES,3520,1,0,11163
IBIRACU,03,2015,Antes do Desastre,ES,4728,1,0,11163
IBIRACU,03,2016,Após o Desastre,ES,8800,1,0,11163
IBIRACU,04,2016,Após o Desastre,ES,3520,1,0,11163
IBIRACU,12,2014,Antes do Desastre,ES,4344,1,0,11163
IBIRACU,12,2015,Após o Desastre,ES,1576,1,0,11163
IBIRITE,01,2015,Antes do Desastre,MG,1576,0,0,158685
IBIRITE,02,2016,Após o Desastre,MG,3520,0,0,158685
IBIRITE,03,2015,Antes do Desastre,MG,1576,0,0,158685
IBIRITE,12,2014,Antes do Desastre,MG,2896,0,0,158685
IBIRITE,12,2015,Após o Desastre,MG,1576,0,0,158685
IBITURUNA,01,2015,Antes do Desastre,MG,788,0,0,2847
IBITURUNA,02,2016,Após o Desastre,MG,1760,0,0,2847
IBITURUNA,03,2015,Antes do Desastre,MG,788,0,0,2847
IBITURUNA,12,2014,Antes do Desastre,MG,724,0,0,2847
ICARAI DE MINAS,01,2015,Antes do Desastre,MG,42676,0,0,10350
ICARAI DE MINAS,01,2016,Após o Desastre,MG,3152,0,0,10350
ICARAI DE MINAS,02,2015,Antes do Desastre,MG,25152,0,0,10350
ICARAI DE MINAS,02,2016,Após o Desastre,MG,25520,0,0,10350
ICARAI DE MINAS,03,2015,Antes do Desastre,MG,42552,0,0,10350
ICARAI DE MINAS,03,2016,Após o Desastre,MG,18480,0,0,10350
ICARAI DE MINAS,04,2015,Antes do Desastre,MG,3152,0,0,10350
ICARAI DE MINAS,04,2016,Após o Desastre,MG,3520,0,0,10350
ICARAI DE MINAS,12,2014,Antes do Desastre,MG,47784,0,0,10350
IGARAPE,01,2015,Antes do Desastre,MG,2960,0,0,34453
IGARAPE,02,2015,Antes do Desastre,MG,1576,0,0,34453
IGARAPE,02,2016,Após o Desastre,MG,3520,0,0,34453
IGARAPE,03,2015,Antes do Desastre,MG,2364,0,0,34453
IGARAPE,03,2016,Após o Desastre,MG,1760,0,0,34453
IGARAPE,04,2016,Após o Desastre,MG,2640,0,0,34453
IGARAPE,12,2014,Antes do Desastre,MG,2172,0,0,34453
IGARAPE,12,2015,Após o Desastre,MG,2364,0,0,34453
IGUATAMA,01,2015,Antes do Desastre,MG,32604,0,0,7985
IGUATAMA,01,2016,Após o Desastre,MG,7880,0,0,7985
IGUATAMA,02,2015,Antes do Desastre,MG,30604,0,0,7985
IGUATAMA,02,2016,Após o Desastre,MG,36080,0,0,7985
IGUATAMA,03,2015,Antes do Desastre,MG,31520,0,0,7985
IGUATAMA,03,2016,Após o Desastre,MG,43120,0,0,7985
IGUATAMA,09,2015,Antes do Desastre,MG,3152,0,0,7985
IGUATAMA,12,2014,Antes do Desastre,MG,26788,0,0,7985
IGUATAMA,12,2015,Após o Desastre,MG,14972,0,0,7985
IJACI,01,2015,Antes do Desastre,MG,21168,0,0,5859
IJACI,01,2016,Após o Desastre,MG,5884,0,0,5859
IJACI,02,2015,Antes do Desastre,MG,11032,0,0,5859
IJACI,02,2016,Após o Desastre,MG,46640,0,0,5859
IJACI,03,2015,Antes do Desastre,MG,20488,0,0,5859
IJACI,03,2016,Após o Desastre,MG,4400,0,0,5859
IJACI,12,2014,Antes do Desastre,MG,26064,0,0,5859
IJACI,12,2015,Após o Desastre,MG,7880,0,0,5859
ILICINEA,01,2015,Antes do Desastre,MG,69892,0,0,11416
ILICINEA,01,2016,Após o Desastre,MG,24140,0,0,11416
ILICINEA,02,2015,Antes do Desastre,MG,25216,0,0,11416
ILICINEA,02,2016,Após o Desastre,MG,84480,0,0,11416
ILICINEA,03,2015,Antes do Desastre,MG,52008,0,0,11416
ILICINEA,03,2016,Após o Desastre,MG,30800,0,0,11416
ILICINEA,04,2016,Após o Desastre,MG,880,0,0,11416
ILICINEA,12,2014,Antes do Desastre,MG,52852,0,0,11416
ILICINEA,12,2015,Após o Desastre,MG,25216,0,0,11416
INDAIABIRA,01,2015,Antes do Desastre,MG,788,0,0,7173
INDAIABIRA,02,2016,Após o Desastre,MG,6160,0,0,7173
INDAIABIRA,03,2015,Antes do Desastre,MG,788,0,0,7173
INDAIABIRA,03,2016,Após o Desastre,MG,880,0,0,7173
INDAIABIRA,12,2014,Antes do Desastre,MG,724,0,0,7173
INDIANOPOLIS,01,2015,Antes do Desastre,MG,4536,0,0,6181
INDIANOPOLIS,01,2016,Após o Desastre,MG,1760,0,0,6181
INDIANOPOLIS,02,2015,Antes do Desastre,MG,5516,0,0,6181
INDIANOPOLIS,02,2016,Após o Desastre,MG,9680,0,0,6181
INDIANOPOLIS,03,2015,Antes do Desastre,MG,4728,0,0,6181
INDIANOPOLIS,03,2016,Após o Desastre,MG,2640,0,0,6181
INDIANOPOLIS,12,2014,Antes do Desastre,MG,2896,0,0,6181
INDIANOPOLIS,12,2015,Após o Desastre,MG,3152,0,0,6181
INHAUMA,01,2015,Antes do Desastre,MG,788,0,0,5749
INHAUMA,03,2015,Antes do Desastre,MG,788,0,0,5749
INHAUMA,05,2016,Após o Desastre,MG,3520,0,0,5749
INHAUMA,12,2014,Antes do Desastre,MG,1448,0,0,5749
IPABA,01,2015,Antes do Desastre,MG,1512,1,1,16185
IPABA,01,2016,Após o Desastre,MG,1760,1,1,16185
IPABA,02,2015,Antes do Desastre,MG,788,1,1,16185
IPABA,02,2016,Após o Desastre,MG,3520,1,1,16185
IPABA,03,2015,Antes do Desastre,MG,1576,1,1,16185
IPABA,12,2014,Antes do Desastre,MG,2172,1,1,16185
IPATINGA,01,2015,Antes do Desastre,MG,8412,1,1,237968
IPATINGA,01,2016,Após o Desastre,MG,8248,1,1,237968
IPATINGA,02,2015,Antes do Desastre,MG,9456,1,1,237968
IPATINGA,02,2016,Após o Desastre,MG,11440,1,1,237968
IPATINGA,03,2015,Antes do Desastre,MG,7092,1,1,237968
IPATINGA,03,2016,Após o Desastre,MG,9680,1,1,237968
IPATINGA,04,2015,Antes do Desastre,MG,788,1,1,237968
IPATINGA,12,2014,Antes do Desastre,MG,6516,1,1,237968
IPIACU,01,2015,Antes do Desastre,MG,62248,0,0,4090
IPIACU,01,2016,Após o Desastre,MG,7828,0,0,4090
IPIACU,02,2015,Antes do Desastre,MG,21634.02,0,0,4090
IPIACU,02,2016,Após o Desastre,MG,102080,0,0,4090
IPIACU,03,2015,Antes do Desastre,MG,49644,0,0,4090
IPIACU,03,2016,Após o Desastre,MG,21120,0,0,4090
IPIACU,12,2014,Antes do Desastre,MG,57196,0,0,4090
IPIACU,12,2015,Após o Desastre,MG,29156,0,0,4090
IRAI DE MINAS,01,2015,Antes do Desastre,MG,9732,0,0,6425
IRAI DE MINAS,01,2016,Após o Desastre,MG,5280,0,0,6425
IRAI DE MINAS,02,2015,Antes do Desastre,MG,3152,0,0,6425
IRAI DE MINAS,02,2016,Após o Desastre,MG,22000,0,0,6425
IRAI DE MINAS,03,2015,Antes do Desastre,MG,7092,0,0,6425
IRAI DE MINAS,03,2016,Após o Desastre,MG,2640,0,0,6425
IRAI DE MINAS,08,2016,Após o Desastre,MG,1760,0,0,6425
IRAI DE MINAS,12,2014,Antes do Desastre,MG,7964,0,0,6425
ITABIRA,11,2016,Após o Desastre,MG,3520,1,0,109420
ITABIRITO,01,2015,Antes do Desastre,MG,2364,0,0,45260
ITABIRITO,03,2015,Antes do Desastre,MG,788,0,0,45260
ITABIRITO,04,2016,Após o Desastre,MG,3520,0,0,45260
ITACARAMBI,01,2015,Antes do Desastre,MG,71724,0,0,17449
ITACARAMBI,01,2016,Após o Desastre,MG,10560,0,0,17449
ITACARAMBI,02,2015,Antes do Desastre,MG,29156,0,0,17449
ITACARAMBI,02,2016,Após o Desastre,MG,102960,0,0,17449
ITACARAMBI,03,2015,Antes do Desastre,MG,64616,0,0,17449
ITACARAMBI,03,2016,Após o Desastre,MG,39600,0,0,17449
ITACARAMBI,04,2016,Após o Desastre,MG,45760,0,0,17449
ITACARAMBI,05,2016,Após o Desastre,MG,7040,0,0,17449
ITACARAMBI,06,2016,Após o Desastre,MG,3520,0,0,17449
ITACARAMBI,07,2016,Após o Desastre,MG,3520,0,0,17449
ITACARAMBI,12,2014,Antes do Desastre,MG,84708,0,0,17449
ITACARAMBI,12,2015,Após o Desastre,MG,7092,0,0,17449
ITAMARATI DE MINAS,01,2015,Antes do Desastre,MG,724,0,0,4072
ITAMARATI DE MINAS,02,2015,Antes do Desastre,MG,788,0,0,4072
ITAMARATI DE MINAS,02,2016,Após o Desastre,MG,2640,0,0,4072
ITAMARATI DE MINAS,03,2015,Antes do Desastre,MG,788,0,0,4072
ITAMARATI DE MINAS,03,2016,Após o Desastre,MG,880,0,0,4072
ITAMARATI DE MINAS,12,2014,Antes do Desastre,MG,724,0,0,4072
ITAMOGI,01,2015,Antes do Desastre,MG,3024,0,0,10277
ITAMOGI,01,2016,Após o Desastre,MG,1760,0,0,10277
ITAMOGI,02,2015,Antes do Desastre,MG,788,0,0,10277
ITAMOGI,02,2016,Após o Desastre,MG,4400,0,0,10277
ITAMOGI,03,2015,Antes do Desastre,MG,2364,0,0,10277
ITAMOGI,03,2016,Após o Desastre,MG,2640,0,0,10277
ITAMOGI,06,2015,Antes do Desastre,MG,1576,0,0,10277
ITAMOGI,12,2014,Antes do Desastre,MG,2896,0,0,10277
ITAMOGI,12,2015,Após o Desastre,MG,788,0,0,10277
ITANHOMI,01,2015,Antes do Desastre,MG,724,1,0,11566
ITANHOMI,02,2015,Antes do Desastre,MG,788,1,0,11566
ITANHOMI,02,2016,Após o Desastre,MG,880,1,0,11566
ITANHOMI,03,2015,Antes do Desastre,MG,788,1,0,11566
ITANHOMI,03,2016,Após o Desastre,MG,880,1,0,11566
ITANHOMI,12,2014,Antes do Desastre,MG,724,1,0,11566
ITANHOMI,12,2015,Após o Desastre,MG,788,1,0,11566
ITAOBIM,01,2015,Antes do Desastre,MG,16440,0,0,20755
ITAOBIM,01,2016,Após o Desastre,MG,5096,0,0,20755
ITAOBIM,02,2015,Antes do Desastre,MG,7880,0,0,20755
ITAOBIM,02,2016,Após o Desastre,MG,28160,0,0,20755
ITAOBIM,03,2015,Antes do Desastre,MG,12608,0,0,20755
ITAOBIM,03,2016,Após o Desastre,MG,1760,0,0,20755
ITAOBIM,12,2014,Antes do Desastre,MG,11584,0,0,20755
ITAOBIM,12,2015,Após o Desastre,MG,7092,0,0,20755
ITAPAGIPE,01,2015,Antes do Desastre,MG,80540,0,0,13268
ITAPAGIPE,01,2016,Após o Desastre,MG,51328,0,0,13268
ITAPAGIPE,02,2015,Antes do Desastre,MG,29092,0,0,13268
ITAPAGIPE,02,2016,Após o Desastre,MG,110000,0,0,13268
ITAPAGIPE,03,2015,Antes do Desastre,MG,63828,0,0,13268
ITAPAGIPE,03,2016,Após o Desastre,MG,65120,0,0,13268
ITAPAGIPE,04,2016,Após o Desastre,MG,2640,0,0,13268
ITAPAGIPE,05,2016,Após o Desastre,MG,1760,0,0,13268
ITAPAGIPE,06,2015,Antes do Desastre,MG,2364,0,0,13268
ITAPAGIPE,07,2015,Antes do Desastre,MG,788,0,0,13268
ITAPAGIPE,08,2015,Antes do Desastre,MG,788,0,0,13268
ITAPAGIPE,12,2014,Antes do Desastre,MG,55024,0,0,13268
ITAPAGIPE,12,2015,Após o Desastre,MG,7092,0,0,13268
ITAPECERICA,01,2015,Antes do Desastre,MG,1448,0,0,21188
ITAPECERICA,02,2015,Antes do Desastre,MG,1576,0,0,21188
ITAPECERICA,03,2015,Antes do Desastre,MG,1576,0,0,21188
ITAPECERICA,03,2016,Após o Desastre,MG,7040,0,0,21188
ITAPECERICA,12,2014,Antes do Desastre,MG,1448,0,0,21188
ITAPEMIRIM,01,2015,Antes do Desastre,ES,583644,0,0,30843
ITAPEMIRIM,01,2016,Após o Desastre,ES,120937.22,0,0,30843
ITAPEMIRIM,02,2015,Antes do Desastre,ES,228564.41,0,0,30843
ITAPEMIRIM,02,2016,Após o Desastre,ES,637908,0,0,30843
ITAPEMIRIM,03,2015,Antes do Desastre,ES,490924,0,0,30843
ITAPEMIRIM,03,2016,Após o Desastre,ES,183040,0,0,30843
ITAPEMIRIM,04,2015,Antes do Desastre,ES,10244,0,0,30843
ITAPEMIRIM,04,2016,Após o Desastre,ES,26400,0,0,30843
ITAPEMIRIM,05,2015,Antes do Desastre,ES,33884,0,0,30843
ITAPEMIRIM,05,2016,Após o Desastre,ES,19360,0,0,30843
ITAPEMIRIM,06,2015,Antes do Desastre,ES,44128,0,0,30843
ITAPEMIRIM,06,2016,Após o Desastre,ES,20051.13,0,0,30843
ITAPEMIRIM,07,2015,Antes do Desastre,ES,8651.61,0,0,30843
ITAPEMIRIM,07,2016,Após o Desastre,ES,1760,0,0,30843
ITAPEMIRIM,08,2015,Antes do Desastre,ES,7880,0,0,30843
ITAPEMIRIM,08,2016,Após o Desastre,ES,3520,0,0,30843
ITAPEMIRIM,09,2016,Após o Desastre,ES,3520,0,0,30843
ITAPEMIRIM,10,2015,Antes do Desastre,ES,212760,0,0,30843
ITAPEMIRIM,10,2016,Após o Desastre,ES,389840,0,0,30843
ITAPEMIRIM,11,2014,Antes do Desastre,ES,182254.21,0,0,30843
ITAPEMIRIM,11,2015,Antes do Desastre,ES,984212,0,0,30843
ITAPEMIRIM,11,2016,Após o Desastre,ES,509520,0,0,30843
ITAPEMIRIM,12,2014,Antes do Desastre,ES,1162020,0,0,30843
ITAPEMIRIM,12,2015,Após o Desastre,ES,404244,0,0,30843
ITAU DE MINAS,01,2015,Antes do Desastre,MG,3748,0,0,14911
ITAU DE MINAS,02,2015,Antes do Desastre,MG,1576,0,0,14911
ITAU DE MINAS,02,2016,Após o Desastre,MG,5280,0,0,14911
ITAU DE MINAS,03,2015,Antes do Desastre,MG,3152,0,0,14911
ITAU DE MINAS,03,2016,Após o Desastre,MG,1760,0,0,14911
ITAU DE MINAS,12,2014,Antes do Desastre,MG,3620,0,0,14911
ITAU DE MINAS,12,2015,Após o Desastre,MG,2364,0,0,14911
ITAUNA,01,2015,Antes do Desastre,MG,20828,0,0,84928
ITAUNA,02,2015,Antes do Desastre,MG,8668,0,0,84928
ITAUNA,02,2016,Após o Desastre,MG,13200,0,0,84928
ITAUNA,03,2015,Antes do Desastre,MG,16548,0,0,84928
ITAUNA,03,2016,Após o Desastre,MG,32560,0,0,84928
ITAUNA,12,2014,Antes do Desastre,MG,15204,0,0,84928
ITAUNA,12,2015,Após o Desastre,MG,6304,0,0,84928
ITINGA,01,2015,Antes do Desastre,MG,81180,0,0,13962
ITINGA,01,2016,Após o Desastre,MG,3336,0,0,13962
ITINGA,02,2015,Antes do Desastre,MG,14184,0,0,13962
ITINGA,02,2016,Após o Desastre,MG,110880,0,0,13962
ITINGA,03,2015,Antes do Desastre,MG,59888,0,0,13962
ITINGA,03,2016,Após o Desastre,MG,10560,0,0,13962
ITINGA,12,2014,Antes do Desastre,MG,74572,0,0,13962
ITINGA,12,2015,Após o Desastre,MG,33884,0,0,13962
ITUETA,01,2015,Antes do Desastre,MG,7496,1,1,5702
ITUETA,01,2016,Após o Desastre,MG,5280,1,1,5702
ITUETA,02,2015,Antes do Desastre,MG,3152,1,1,5702
ITUETA,02,2016,Após o Desastre,MG,13200,1,1,5702
ITUETA,03,2015,Antes do Desastre,MG,6304,1,1,5702
ITUETA,03,2016,Após o Desastre,MG,880,1,1,5702
ITUETA,05,2015,Antes do Desastre,MG,5592.35,1,1,5702
ITUETA,12,2014,Antes do Desastre,MG,7240,1,1,5702
ITUETA,12,2015,Após o Desastre,MG,2364,1,1,5702
ITUIUTABA,01,2015,Antes do Desastre,MG,41016,0,0,96605
ITUIUTABA,01,2016,Após o Desastre,MG,1760,0,0,96605
ITUIUTABA,02,2015,Antes do Desastre,MG,19700,0,0,96605
ITUIUTABA,02,2016,Após o Desastre,MG,71280,0,0,96605
ITUIUTABA,03,2015,Antes do Desastre,MG,44128,0,0,96605
ITUIUTABA,03,2016,Após o Desastre,MG,32560,0,0,96605
ITUIUTABA,05,2015,Antes do Desastre,MG,788,0,0,96605
ITUIUTABA,12,2014,Antes do Desastre,MG,50680,0,0,96605
ITUIUTABA,12,2015,Após o Desastre,MG,16548,0,0,96605
ITUMIRIM,01,2015,Antes do Desastre,MG,29664,0,0,6118
ITUMIRIM,01,2016,Após o Desastre,MG,19176,0,0,6118
ITUMIRIM,02,2015,Antes do Desastre,MG,15760,0,0,6118
